,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON,CENTRAL_PRES,MAX_WIND_SPD,MAX_REP_WIND_DIR,WIND_COMPASS,CENTRAL_INDEX (CI)
341,2.0,1.0,20.0,-14.2,96.0,998.0,15.4,270.0,W,2.369923199020532
342,2.0,1.0,20.0,-14.2,96.9,997.0,15.4,270.0,W,2.4628321961038315
343,2.0,1.0,30.0,-14.2,97.9,995.0,18.0,270.0,W,2.6381055546827414
344,2.0,1.0,30.0,-13.9,98.7,994.0,20.6,250.0,W,2.7211835684431747
345,2.0,1.0,30.0,-13.4,99.6,993.0,20.6,240.0,SW,2.801604936095944
346,2.0,1.0,30.0,-13.3,100.8,992.0,23.2,200.0,S,2.879603808648294
347,2.0,1.0,30.0,-13.4,101.9,990.0,23.2,240.0,SW,3.02911482118419
348,2.0,1.0,30.0,-14.2,103.6,989.0,25.7,340.0,N,3.100955855502096
349,2.0,1.0,30.0,-15.3,105.4,987.0,25.7,30.0,NE,3.239488445091218
350,2.0,1.0,30.0,-16.0,106.2,985.0,25.7,10.0,N,3.3718918144016174
351,2.0,1.0,30.0,-16.8,106.8,984.0,25.7,350.0,N,3.436029288204253
352,2.0,1.0,30.0,-18.9,108.1,983.0,25.7,340.0,N,3.498897389674407
353,2.0,1.0,30.0,-21.5,109.3,983.0,25.7,90.0,E,3.498897389674407
354,2.0,1.0,30.0,-23.0,109.8,982.0,25.7,70.0,E,3.560566909487789
355,2.0,1.0,30.0,-24.5,110.0,983.0,25.7,70.0,E,3.498897389674407
356,2.0,1.0,30.0,-26.0,110.2,985.0,25.7,80.0,E,3.3718918144016174
357,2.0,1.0,30.0,-27.5,110.5,986.0,25.7,20.0,N,3.3064069632968023
358,2.0,1.0,30.0,-29.0,110.9,986.0,25.7,90.0,E,3.3064069632968023
359,2.0,1.0,51.0,-30.5,111.5,987.0,25.7,120.0,SE,3.239488445091218
360,2.0,1.0,51.0,-31.9,112.2,988.0,23.2,60.0,NE,3.171040401599453
361,2.0,1.0,51.0,-33.3,113.2,990.0,20.6,10.0,N,3.02911482118419
362,2.0,1.0,51.0,-34.6,114.3,991.0,20.6,320.0,NW,2.9553819823622214
363,2.0,1.0,51.0,-35.8,115.6,993.0,18.0,320.0,NW,2.801604936095944
364,2.0,1.0,51.0,-36.8,117.0,995.0,18.0,290.0,W,2.6381055546827414
365,2.0,1.0,20.0,-13.8,116.0,1002.0,12.9,330.0,NW,1.9504544175096625
366,2.0,1.0,30.0,-16.0,115.9,988.0,25.7,90.0,E,3.171040401599453
367,2.0,1.0,30.0,-16.4,115.9,983.0,25.7,90.0,E,3.498897389674407
368,2.0,1.0,30.0,-16.6,115.8,980.0,28.3,90.0,E,3.680562551360306
369,2.0,1.0,30.0,-16.7,115.8,977.0,30.9,290.0,W,3.8530109421255934
370,2.0,1.0,40.0,-16.9,115.8,973.0,33.4,290.0,W,4.070722019509654
371,2.0,1.0,40.0,-17.0,115.7,970.0,36.0,40.0,NE,4.226080550428074
372,2.0,1.0,40.0,-17.2,115.7,967.0,38.6,20.0,N,4.37549458407888
373,2.0,1.0,40.0,-17.3,115.6,964.0,41.2,20.0,N,4.519584076309274
374,2.0,1.0,40.0,-17.5,115.5,962.0,41.2,250.0,W,4.612945690162371
375,2.0,1.0,40.0,-17.6,115.4,960.0,41.2,180.0,S,4.704307118149952
376,2.0,1.0,40.0,-17.5,115.3,957.0,43.7,270.0,W,4.837859056193558
377,2.0,1.0,40.0,-18.0,115.1,954.0,46.3,250.0,W,4.967537862695358
378,2.0,1.0,40.0,-18.0,114.8,950.0,46.3,250.0,W,5.1349502185120075
379,2.0,1.0,40.0,-18.1,114.6,947.0,48.9,240.0,SW,5.2567350159349875
380,2.0,1.0,40.0,-18.2,114.0,942.0,51.4,230.0,SW,5.453194188251601
381,2.0,1.0,40.0,-18.3,113.8,940.0,51.4,220.0,SW,5.529668317559652
382,2.0,1.0,40.0,-18.4,113.7,938.0,51.4,230.0,SW,5.6050153793883375
383,2.0,1.0,40.0,-18.5,113.5,937.0,54.0,230.0,SW,5.642281152390541
384,2.0,1.0,40.0,-18.6,113.4,936.0,54.0,180.0,S,5.679282618320719
385,2.0,1.0,40.0,-18.6,113.2,934.0,54.0,180.0,S,5.7525140831381085
386,2.0,1.0,40.0,-18.6,112.9,932.0,56.6,30.0,NE,5.824750920924311
387,2.0,1.0,40.0,-18.5,112.7,930.0,56.6,220.0,SW,5.896031637296744
388,2.0,1.0,40.0,-18.4,112.6,929.0,56.6,270.0,W,5.931324818065456
389,2.0,1.0,40.0,-18.3,112.4,930.0,56.6,260.0,W,5.896031637296744
390,2.0,1.0,40.0,-18.3,112.2,931.0,56.6,320.0,NW,5.860508484370202
391,2.0,1.0,40.0,-18.4,111.9,933.0,56.6,340.0,N,5.788754364739184
392,2.0,1.0,40.0,-18.6,111.7,935.0,54.0,340.0,N,5.716025185995287
393,2.0,1.0,40.0,-18.6,111.4,937.0,54.0,290.0,W,5.642281152390541
394,2.0,1.0,40.0,-18.5,111.2,939.0,54.0,280.0,W,5.567479700519809
395,2.0,1.0,40.0,-18.4,111.0,940.0,51.4,310.0,NW,5.529668317559652
396,2.0,1.0,40.0,-18.3,110.6,942.0,51.4,320.0,NW,5.453194188251601
397,2.0,1.0,40.0,-18.5,110.6,944.0,51.4,330.0,NW,5.3755422175570935
398,2.0,1.0,40.0,-18.6,110.7,946.0,48.9,40.0,NE,5.296657722654686
399,2.0,1.0,40.0,-18.7,110.8,948.0,48.9,30.0,NE,5.216481678133145
400,2.0,1.0,40.0,-18.9,111.0,951.0,46.3,90.0,E,5.093654787351345
401,2.0,1.0,40.0,-19.0,111.2,954.0,46.3,210.0,SW,4.967537862695358
402,2.0,1.0,40.0,-19.1,111.3,958.0,43.7,40.0,NE,4.7937887477980965
403,2.0,1.0,40.0,-19.2,111.4,961.0,41.2,50.0,NE,4.6588686128927606
404,2.0,1.0,40.0,-19.3,111.5,964.0,41.2,0.0,N,4.519584076309274
405,2.0,1.0,40.0,-19.6,111.8,966.0,41.2,70.0,E,4.424088539694945
406,2.0,1.0,40.0,-20.0,112.3,966.0,41.2,40.0,NE,4.424088539694945
407,2.0,1.0,40.0,-20.3,112.6,966.0,41.2,60.0,NE,4.424088539694945
408,2.0,1.0,40.0,-20.6,112.8,967.0,38.6,60.0,NE,4.37549458407888
409,2.0,1.0,40.0,-21.1,113.2,968.0,38.6,90.0,E,4.326309830523455
410,2.0,1.0,40.0,-21.5,113.5,969.0,36.0,80.0,E,4.276512766925223
411,2.0,3.0,40.0,-22.0,113.8,969.0,36.0,60.0,NE,4.276512766925223
412,2.0,2.0,40.0,-22.7,113.9,970.0,36.0,340.0,N,4.226080550428074
413,2.0,2.0,40.0,-23.4,114.1,970.0,36.0,290.0,W,4.226080550428074
414,2.0,2.0,30.0,-24.0,114.3,972.0,30.9,50.0,NE,4.123211912404127
415,2.0,2.0,30.0,-24.8,114.6,973.0,28.3,120.0,SE,4.070722019509654
416,2.0,2.0,30.0,-27.0,114.7,975.0,23.2,90.0,E,3.9634834350840573
417,2.0,2.0,30.0,-27.8,115.0,980.0,20.6,90.0,E,3.680562551360306
418,2.0,2.0,30.0,-28.4,115.4,987.0,18.0,330.0,NW,3.239488445091218
419,2.0,2.0,20.0,-29.1,115.9,994.0,15.4,90.0,E,2.7211835684431747
420,2.0,2.0,20.0,-30.5,116.6,995.0,15.4,60.0,NE,2.6381055546827414
421,2.0,2.0,20.0,-31.5,117.5,996.0,15.4,130.0,SE,2.5520966457335894
422,2.0,2.0,20.0,-32.1,117.9,997.0,15.4,140.0,SE,2.4628321961038315
423,2.0,2.0,20.0,-32.8,118.1,997.0,15.4,120.0,SE,2.4628321961038315
424,2.0,2.0,20.0,-33.6,118.3,996.0,15.4,120.0,SE,2.5520966457335894
425,2.0,1.0,50.0,-35.7,120.3,994.0,12.9,20.0,N,2.7211835684431747
426,2.0,1.0,50.0,-36.6,122.1,993.0,12.9,340.0,N,2.801604936095944
427,2.0,1.0,20.0,-9.0,100.6,1003.0,12.9,340.0,N,1.8292585014507152
428,2.0,1.0,20.0,-9.7,100.6,1000.0,12.9,330.0,NW,2.171169359038437
429,2.0,1.0,30.0,-16.4,105.1,986.0,25.7,40.0,NE,3.3064069632968023
430,2.0,1.0,30.0,-16.8,105.2,985.0,25.7,120.0,SE,3.3718918144016174
431,2.0,1.0,30.0,-18.1,105.5,988.0,25.7,40.0,NE,3.171040401599453
432,2.0,1.0,30.0,-18.6,105.7,989.0,25.7,250.0,W,3.100955855502096
433,2.0,1.0,30.0,-20.7,106.6,992.0,20.6,110.0,E,2.879603808648294
434,2.0,1.0,30.0,-21.7,106.9,994.0,20.6,70.0,E,2.7211835684431747
435,2.0,1.0,30.0,-22.2,107.1,995.0,20.6,70.0,E,2.6381055546827414
436,2.0,1.0,30.0,-22.6,107.3,996.0,18.0,40.0,NE,2.5520966457335894
437,2.0,1.0,20.0,-23.0,107.4,997.0,15.4,60.0,NE,2.4628321961038315
438,2.0,1.0,20.0,-23.9,107.7,1000.0,12.9,20.0,N,2.171169359038437
439,2.0,1.0,20.0,-25.9,109.0,1003.0,12.9,20.0,N,1.8292585014507152
440,2.0,1.0,20.0,-26.7,110.3,1004.0,12.9,90.0,E,1.6986825976362856
441,2.0,1.0,20.0,-27.0,110.7,1004.0,12.9,100.0,E,1.6986825976362856
442,2.0,1.0,20.0,-11.0,107.4,1006.0,12.9,120.0,SE,1.398021242998844
443,2.0,1.0,20.0,-11.5,106.8,1002.0,12.9,290.0,W,1.9504544175096625
444,2.0,1.0,20.0,-11.7,106.6,1003.0,12.9,290.0,W,1.8292585014507152
445,2.0,1.0,20.0,-12.2,105.8,1002.0,15.4,330.0,NW,1.9504544175096625
446,2.0,1.0,20.0,-12.5,105.0,998.0,15.4,170.0,S,2.369923199020532
447,2.0,1.0,30.0,-12.6,104.0,996.0,20.6,160.0,S,2.5520966457335894
448,2.0,1.0,30.0,-12.6,103.2,993.0,20.6,160.0,S,2.801604936095944
449,2.0,1.0,30.0,-12.5,102.4,993.0,20.6,170.0,S,2.801604936095944
450,2.0,1.0,30.0,-12.4,101.6,992.0,23.2,170.0,S,2.879603808648294
451,2.0,1.0,30.0,-12.3,100.8,992.0,23.2,170.0,S,2.879603808648294
452,2.0,1.0,30.0,-12.4,99.8,992.0,23.2,170.0,S,2.879603808648294
453,2.0,1.0,30.0,-12.4,98.8,994.0,20.6,150.0,SE,2.7211835684431747
454,2.0,1.0,30.0,-12.5,96.6,996.0,18.0,260.0,W,2.5520966457335894
455,2.0,1.0,30.0,-12.5,95.9,995.0,18.0,340.0,N,2.6381055546827414
456,2.0,1.0,20.0,-12.6,95.3,997.0,15.4,230.0,SW,2.4628321961038315
457,2.0,1.0,20.0,-12.7,94.0,999.0,15.4,100.0,E,2.272896922914969
458,2.0,1.0,20.0,-12.8,93.2,999.0,12.9,100.0,E,2.272896922914969
459,2.0,1.0,20.0,-11.2,128.4,998.0,12.9,70.0,E,2.369923199020532
460,2.0,1.0,20.0,-11.2,128.2,997.0,15.4,60.0,NE,2.4628321961038315
461,2.0,1.0,30.0,-11.6,128.2,994.0,20.6,100.0,E,2.7211835684431747
462,2.0,1.0,30.0,-11.7,128.1,992.0,20.6,220.0,SW,2.879603808648294
463,2.0,1.0,30.0,-12.2,127.9,989.0,23.2,30.0,NE,3.100955855502096
464,2.0,1.0,30.0,-12.5,127.8,988.0,25.7,350.0,N,3.171040401599453
465,2.0,1.0,30.0,-12.6,127.7,986.0,25.7,290.0,W,3.3064069632968023
466,2.0,1.0,30.0,-12.8,127.5,982.0,28.3,310.0,NW,3.560566909487789
467,2.0,1.0,30.0,-13.0,127.4,980.0,30.9,290.0,W,3.680562551360306
468,2.0,1.0,40.0,-13.4,126.8,974.0,36.0,240.0,SW,4.017489717973018
469,2.0,1.0,40.0,-13.5,126.6,973.0,36.0,130.0,SE,4.070722019509654
470,2.0,1.0,40.0,-13.5,126.4,972.0,38.6,150.0,SE,4.123211912404127
471,2.0,1.0,40.0,-13.6,126.2,970.0,38.6,120.0,SE,4.226080550428074
472,2.0,1.0,40.0,-13.6,126.0,968.0,38.6,110.0,E,4.326309830523455
473,2.0,1.0,40.0,-13.7,125.8,966.0,41.2,70.0,E,4.424088539694945
474,2.0,1.0,40.0,-13.8,125.4,963.0,41.2,240.0,SW,4.566522928828557
475,2.0,1.0,40.0,-14.0,124.9,960.0,43.7,210.0,SW,4.704307118149952
476,2.0,1.0,40.0,-14.1,124.4,957.0,46.3,200.0,S,4.837859056193558
477,2.0,1.0,40.0,-14.3,123.8,954.0,46.3,220.0,SW,4.967537862695358
478,2.0,1.0,40.0,-14.4,123.4,952.0,46.3,240.0,SW,5.051994065106673
479,2.0,1.0,40.0,-14.5,123.1,951.0,46.3,310.0,NW,5.093654787351345
480,2.0,1.0,40.0,-14.6,122.8,949.0,46.3,120.0,SE,5.175889570962582
481,2.0,1.0,40.0,-15.1,122.3,946.0,48.9,240.0,SW,5.296657722654686
482,2.0,1.0,40.0,-15.4,121.9,945.0,48.9,80.0,E,5.33625761744873
483,2.0,1.0,40.0,-15.7,121.5,943.0,51.4,90.0,E,5.414518754342474
484,2.0,1.0,40.0,-16.0,121.1,942.0,51.4,90.0,E,5.453194188251601
485,2.0,1.0,40.0,-16.0,120.8,940.0,51.4,90.0,E,5.529668317559652
486,2.0,1.0,40.0,-16.1,120.5,939.0,51.4,90.0,E,5.567479700519809
487,2.0,1.0,40.0,-16.1,120.2,938.0,54.0,90.0,E,5.6050153793883375
488,2.0,1.0,40.0,-16.2,119.7,935.0,54.0,100.0,E,5.716025185995287
489,2.0,1.0,40.0,-16.3,119.4,933.0,54.0,150.0,SE,5.788754364739184
490,2.0,1.0,40.0,-16.3,119.1,931.0,56.6,140.0,SE,5.860508484370202
491,2.0,1.0,40.0,-16.4,118.8,929.0,56.6,130.0,SE,5.931324818065456
492,2.0,1.0,40.0,-16.4,118.6,928.0,56.6,120.0,SE,5.966392327410914
493,2.0,1.0,40.0,-16.5,118.4,926.0,56.6,300.0,NW,6.035866881650044
494,2.0,1.0,40.0,-16.5,118.2,925.0,56.6,330.0,NW,6.070281891301724
495,2.0,1.0,40.0,-16.6,118.0,923.0,56.6,270.0,W,6.138486410514147
496,2.0,1.0,40.0,-16.8,118.0,921.0,56.6,90.0,E,6.205881032701536
497,2.0,1.0,40.0,-17.0,117.9,919.0,56.6,70.0,E,6.272493257869399
498,2.0,1.0,40.0,-17.3,117.9,917.0,56.6,60.0,NE,6.338349071524536
499,2.0,1.0,40.0,-17.6,117.9,915.0,59.2,310.0,NW,6.403473058700524
500,2.0,1.0,40.0,-17.9,117.9,915.0,59.2,310.0,NW,6.403473058700524
501,2.0,1.0,40.0,-18.3,118.0,915.0,59.2,230.0,SW,6.403473058700524
502,2.0,1.0,40.0,-18.7,118.0,915.0,59.2,310.0,NW,6.403473058700524
503,2.0,1.0,40.0,-19.1,118.0,915.0,59.2,160.0,S,6.403473058700524
504,2.0,1.0,40.0,-19.5,118.0,915.0,59.2,140.0,SE,6.403473058700524
505,2.0,1.0,40.0,-19.9,118.1,915.0,59.2,80.0,E,6.403473058700524
506,2.0,1.0,40.0,-20.4,118.1,915.0,59.2,50.0,NE,6.403473058700524
507,2.0,2.0,40.0,-20.8,118.1,935.0,54.0,180.0,S,5.716025185995287
508,2.0,2.0,40.0,-21.1,118.0,947.0,46.3,270.0,W,5.2567350159349875
509,2.0,2.0,40.0,-21.4,117.9,957.0,41.2,120.0,SE,4.837859056193558
510,2.0,2.0,40.0,-21.7,117.8,965.0,36.0,90.0,E,4.472111984576423
511,2.0,2.0,30.0,-22.0,117.7,971.0,30.9,310.0,NW,4.174988889525753
512,2.0,2.0,30.0,-22.3,117.6,976.0,25.7,40.0,NE,3.9086693074875756
513,2.0,2.0,30.0,-22.7,117.4,981.0,23.2,310.0,NW,3.621102323191423
514,2.0,2.0,30.0,-23.1,117.2,983.0,20.6,310.0,NW,3.498897389674407
515,2.0,2.0,30.0,-23.4,117.2,985.0,20.6,250.0,W,3.3718918144016174
516,2.0,2.0,30.0,-23.9,117.0,987.0,18.0,50.0,NE,3.239488445091218
517,2.0,2.0,30.0,-24.3,116.9,990.0,18.0,10.0,N,3.02911482118419
518,2.0,2.0,20.0,-24.6,116.9,991.0,15.4,40.0,NE,2.9553819823622214
519,2.0,2.0,20.0,-25.4,117.0,993.0,15.4,30.0,NE,2.801604936095944
520,2.0,2.0,80.0,-25.9,117.1,994.0,12.9,0.0,N,2.7211835684431747
521,2.0,2.0,80.0,-26.4,117.3,995.0,12.9,20.0,N,2.6381055546827414
522,2.0,2.0,80.0,-26.9,117.5,996.0,12.9,0.0,N,2.5520966457335894
523,2.0,1.0,20.0,-13.4,124.6,996.0,12.9,250.0,W,2.5520966457335894
524,2.0,1.0,20.0,-13.4,123.2,993.0,15.4,260.0,W,2.801604936095944
525,2.0,1.0,20.0,-13.8,121.7,990.0,15.4,40.0,NE,3.02911482118419
526,2.0,1.0,30.0,-14.3,120.4,986.0,23.2,310.0,NW,3.3064069632968023
527,2.0,1.0,30.0,-15.2,119.0,982.0,25.7,340.0,N,3.560566909487789
528,2.0,1.0,30.0,-15.8,115.3,970.0,28.3,60.0,NE,4.226080550428074
529,2.0,1.0,30.0,-16.1,113.9,963.0,30.9,70.0,E,4.566522928828557
530,2.0,1.0,30.0,-17.2,113.3,982.0,28.3,170.0,S,3.560566909487789
531,2.0,1.0,30.0,-17.0,111.0,980.0,28.3,190.0,S,3.680562551360306
532,2.0,1.0,30.0,-16.9,109.5,978.0,28.3,150.0,SE,3.796469144159554
533,2.0,1.0,40.0,-17.0,108.3,976.0,33.4,270.0,W,3.9086693074875756
534,2.0,1.0,40.0,-17.2,106.7,975.0,33.4,320.0,NW,3.9634834350840573
535,2.0,1.0,40.0,-17.1,105.1,973.0,36.0,250.0,W,4.070722019509654
536,2.0,1.0,40.0,-17.0,101.8,965.0,41.2,70.0,E,4.472111984576423
537,2.0,1.0,40.0,-17.1,101.3,957.0,46.3,0.0,N,4.837859056193558
538,2.0,1.0,40.0,-17.4,100.9,955.0,46.3,340.0,N,4.92472184575479
539,2.0,1.0,40.0,-18.0,100.3,955.0,46.3,170.0,S,4.92472184575479
540,2.0,1.0,40.0,-18.7,99.8,955.0,46.3,30.0,NE,4.92472184575479
541,2.0,1.0,40.0,-19.4,99.5,955.0,46.3,160.0,S,4.92472184575479
542,2.0,1.0,40.0,-20.3,99.4,955.0,46.3,210.0,SW,4.92472184575479
543,2.0,1.0,40.0,-21.4,99.4,956.0,46.3,270.0,W,4.881499408023743
544,2.0,1.0,30.0,-18.4,115.2,993.0,20.6,100.0,E,2.801604936095944
545,2.0,1.0,30.0,-18.2,114.1,992.0,20.6,50.0,NE,2.879603808648294
546,2.0,1.0,30.0,-18.2,113.0,990.0,23.2,110.0,E,3.02911482118419
547,2.0,1.0,30.0,-16.6,111.4,982.0,28.3,20.0,N,3.560566909487789
548,2.0,1.0,40.0,-16.0,110.2,975.0,33.4,230.0,SW,3.9634834350840573
549,2.0,1.0,40.0,-16.0,109.7,974.0,33.4,180.0,S,4.017489717973018
550,2.0,1.0,40.0,-15.9,108.9,973.0,36.0,160.0,S,4.070722019509654
551,2.0,1.0,40.0,-16.0,107.7,970.0,41.2,240.0,SW,4.226080550428074
552,2.0,1.0,40.0,-16.5,106.5,956.0,51.4,40.0,NE,4.881499408023743
553,2.0,1.0,40.0,-17.0,105.1,946.0,51.4,170.0,S,5.296657722654686
554,2.0,1.0,40.0,-17.1,104.8,952.0,46.3,170.0,S,5.051994065106673
555,2.0,1.0,40.0,-17.2,104.5,958.0,46.3,170.0,S,4.7937887477980965
556,2.0,1.0,40.0,-17.5,104.3,965.0,41.2,160.0,S,4.472111984576423
557,2.0,1.0,40.0,-20.9,110.0,975.0,33.4,290.0,W,3.9634834350840573
558,2.0,1.0,30.0,-22.3,113.0,981.0,28.3,90.0,E,3.621102323191423
559,2.0,2.0,81.0,-23.4,115.0,984.0,20.6,20.0,N,3.436029288204253
560,2.0,2.0,80.0,-24.3,117.7,988.0,15.4,220.0,SW,3.171040401599453
561,2.0,2.0,80.0,-25.0,119.8,994.0,15.4,220.0,SW,2.7211835684431747
562,3.0,1.0,20.0,-11.4,134.1,1000.0,12.9,140.0,SE,2.171169359038437
563,3.0,1.0,20.0,-11.4,133.7,1000.0,12.9,230.0,SW,2.171169359038437
564,3.0,1.0,20.0,-11.5,133.4,998.0,15.4,90.0,E,2.369923199020532
565,3.0,1.0,20.0,-11.5,133.2,998.0,15.4,160.0,S,2.369923199020532
566,3.0,3.0,20.0,-11.5,133.0,998.0,15.4,140.0,SE,2.369923199020532
567,3.0,2.0,20.0,-11.5,132.8,998.0,15.4,200.0,S,2.369923199020532
568,3.0,4.0,20.0,-11.7,132.5,998.0,15.4,200.0,S,2.369923199020532
569,3.0,1.0,20.0,-11.9,132.2,996.0,15.4,200.0,S,2.5520966457335894
570,3.0,1.0,30.0,-11.9,131.8,994.0,18.0,270.0,W,2.7211835684431747
571,3.0,1.0,30.0,-11.9,131.5,994.0,18.0,170.0,S,2.7211835684431747
572,3.0,3.0,30.0,-12.2,131.0,993.0,20.6,180.0,S,2.801604936095944
573,3.0,4.0,30.0,-12.3,130.8,993.0,20.6,90.0,E,2.801604936095944
574,3.0,1.0,30.0,-12.4,130.5,992.0,20.6,60.0,NE,2.879603808648294
575,3.0,1.0,30.0,-12.4,130.2,990.0,23.2,70.0,E,3.02911482118419
576,3.0,1.0,30.0,-12.6,129.7,985.0,25.7,320.0,NW,3.3718918144016174
577,3.0,1.0,30.0,-12.8,129.3,985.0,25.7,0.0,N,3.3718918144016174
578,3.0,1.0,30.0,-12.8,128.8,985.0,25.7,40.0,NE,3.3718918144016174
579,2.0,1.0,40.0,-12.2,124.5,967.0,41.2,120.0,SE,4.37549458407888
580,2.0,1.0,40.0,-12.1,123.4,965.0,41.2,120.0,SE,4.472111984576423
581,2.0,1.0,40.0,-12.0,122.5,963.0,41.2,100.0,E,4.566522928828557
582,2.0,1.0,40.0,-12.0,121.4,962.0,41.2,80.0,E,4.612945690162371
583,2.0,1.0,40.0,-12.1,120.1,961.0,41.2,40.0,NE,4.6588686128927606
584,2.0,1.0,40.0,-12.4,118.9,960.0,43.7,60.0,NE,4.704307118149952
585,2.0,1.0,40.0,-12.7,118.1,961.0,41.2,270.0,W,4.6588686128927606
586,2.0,1.0,40.0,-13.0,117.2,962.0,41.2,70.0,E,4.612945690162371
587,2.0,1.0,40.0,-13.8,115.4,965.0,41.2,70.0,E,4.472111984576423
588,2.0,1.0,30.0,-16.0,106.2,995.0,18.0,130.0,SE,2.6381055546827414
589,2.0,1.0,30.0,-8.9,92.2,993.0,20.6,270.0,W,2.801604936095944
590,2.0,1.0,30.0,-9.1,92.1,991.0,23.2,290.0,W,2.9553819823622214
591,2.0,1.0,30.0,-9.3,92.0,988.0,25.7,210.0,SW,3.171040401599453
592,2.0,1.0,30.0,-10.2,91.5,980.0,28.3,130.0,SE,3.680562551360306
593,2.0,1.0,30.0,-10.5,91.2,976.0,30.9,150.0,SE,3.9086693074875756
594,2.0,1.0,40.0,-10.8,90.9,970.0,33.4,160.0,S,4.226080550428074
595,2.0,1.0,40.0,-11.2,90.6,964.0,41.2,340.0,N,4.519584076309274
596,2.0,1.0,40.0,-11.6,90.4,958.0,43.7,20.0,N,4.7937887477980965
597,2.0,1.0,40.0,-13.2,89.8,946.0,46.3,50.0,NE,5.296657722654686
598,2.0,1.0,40.0,-17.9,87.1,961.0,41.2,240.0,SW,4.6588686128927606
599,2.0,1.0,40.0,-19.2,87.0,969.0,36.0,110.0,E,4.276512766925223
600,2.0,1.0,40.0,-20.5,87.1,974.0,33.4,100.0,E,4.017489717973018
601,2.0,1.0,30.0,-22.0,87.1,978.0,30.9,180.0,S,3.796469144159554
602,2.0,1.0,30.0,-24.9,88.3,984.0,28.3,350.0,N,3.436029288204253
603,2.0,1.0,30.0,-25.8,89.3,986.0,25.7,340.0,N,3.3064069632968023
604,2.0,1.0,30.0,-27.7,90.6,988.0,25.7,270.0,W,3.171040401599453
605,2.0,1.0,30.0,-28.8,93.9,990.0,23.2,190.0,S,3.02911482118419
606,2.0,1.0,30.0,-29.0,97.8,992.0,20.6,110.0,E,2.879603808648294
607,2.0,1.0,30.0,-30.6,105.4,994.0,18.0,330.0,NW,2.7211835684431747
608,2.0,1.0,20.0,-30.3,107.6,996.0,15.4,210.0,SW,2.5520966457335894
609,2.0,1.0,20.0,-29.5,109.8,997.0,15.4,190.0,S,2.4628321961038315
610,3.0,2.0,20.0,-13.7,135.8,1002.0,12.9,200.0,S,1.9504544175096625
611,3.0,5.0,20.0,-11.5,133.4,1000.0,12.9,260.0,W,2.171169359038437
612,3.0,3.0,20.0,-11.3,132.4,1000.0,12.9,270.0,W,2.171169359038437
613,3.0,2.0,20.0,-11.5,132.2,1000.0,12.9,250.0,W,2.171169359038437
614,2.0,1.0,30.0,-12.6,125.6,998.0,18.0,220.0,SW,2.369923199020532
615,2.0,1.0,20.0,-10.3,105.1,1007.0,10.3,340.0,N,1.2175595262770196
616,2.0,1.0,20.0,-10.7,105.3,1006.0,10.3,320.0,NW,1.398021242998844
617,2.0,1.0,30.0,-13.1,100.5,994.0,18.0,180.0,S,2.7211835684431747
618,2.0,1.0,30.0,-13.5,99.4,991.0,23.2,200.0,S,2.9553819823622214
619,2.0,1.0,30.0,-13.7,98.4,988.0,25.7,150.0,SE,3.171040401599453
620,2.0,1.0,30.0,-13.8,97.2,985.0,25.7,140.0,SE,3.3718918144016174
621,2.0,1.0,30.0,-13.8,95.6,981.0,28.3,330.0,NW,3.621102323191423
622,2.0,1.0,30.0,-13.8,94.4,976.0,30.9,10.0,N,3.9086693074875756
623,2.0,1.0,40.0,-13.8,91.8,969.0,36.0,140.0,SE,4.276512766925223
624,2.0,1.0,40.0,-13.8,91.0,965.0,41.2,210.0,SW,4.472111984576423
625,2.0,1.0,40.0,-13.8,89.4,960.0,41.2,100.0,E,4.704307118149952
626,2.0,1.0,40.0,-13.4,88.1,958.0,43.7,180.0,S,4.7937887477980965
627,2.0,1.0,40.0,-12.8,86.0,950.0,46.3,110.0,E,5.1349502185120075
628,2.0,1.0,40.0,-12.5,85.1,947.0,48.9,300.0,NW,5.2567350159349875
629,2.0,1.0,40.0,-12.3,84.2,944.0,51.4,200.0,S,5.3755422175570935
630,2.0,1.0,40.0,-12.3,83.1,942.0,51.4,330.0,NW,5.453194188251601
631,2.0,1.0,40.0,-12.3,81.2,936.0,54.0,270.0,W,5.679282618320719
632,2.0,1.0,40.0,-12.5,80.3,934.0,54.0,40.0,NE,5.7525140831381085
633,3.0,1.0,20.0,-10.7,137.3,1002.0,12.9,70.0,E,1.9504544175096625
634,3.0,1.0,20.0,-11.0,136.6,999.0,15.4,60.0,NE,2.272896922914969
635,3.0,1.0,20.0,-11.0,136.3,999.0,15.4,60.0,NE,2.272896922914969
636,3.0,1.0,20.0,-11.1,136.0,999.0,15.4,60.0,NE,2.272896922914969
637,3.0,1.0,20.0,-11.2,135.7,998.0,15.4,70.0,E,2.369923199020532
638,3.0,1.0,20.0,-11.3,135.4,997.0,15.4,270.0,W,2.4628321961038315
639,3.0,1.0,20.0,-11.7,134.4,996.0,15.4,60.0,NE,2.5520966457335894
640,3.0,3.0,20.0,-11.9,134.1,993.0,15.4,90.0,E,2.801604936095944
641,3.0,2.0,20.0,-12.1,133.8,993.0,15.4,270.0,W,2.801604936095944
642,3.0,2.0,20.0,-12.3,133.4,994.0,15.4,250.0,W,2.7211835684431747
643,3.0,2.0,20.0,-12.5,132.9,996.0,15.4,250.0,W,2.5520966457335894
